run,champion,runner_up,third_place
935,Argentina,Sweden,Belgium
936,Switzerland,Paraguay,England
937,France,Argentina,Senegal
938,Japan,Spain,Germany
939,Netherlands,England,Colombia
940,Argentina,Portugal,Netherlands
941,Egypt,Senegal,Brazil
942,France,Australia,United States
943,England,France,Argentina
944,France,Mexico,Spain
945,Colombia,Canada,England
946,Argentina,France,Brazil
947,Spain,Argentina,England
948,France,Switzerland,Croatia
949,Argentina,Morocco,United States
950,Japan,Croatia,Germany
951,Argentina,Germany,Brazil
952,France,Argentina,Mexico
953,Argentina,Croatia,Canada
954,Spain,Australia,Germany
955,Senegal,England,Algeria
956,Belgium,Egypt,Mexico
957,France,Colombia,Senegal
958,Canada,Colombia,Ecuador
959,Argentina,Portugal,Canada
960,Netherlands,England,Argentina
961,France,Brazil,Colombia
962,Belgium,Ghana,France
963,Argentina,France,Ivory Coast
964,Spain,Argentina,France
965,Spain,Argentina,Mexico
966,England,Morocco,Portugal
967,Spain,England,Germany
968,Japan,Portugal,Colombia
969,Japan,Germany,Argentina
970,England,Spain,Argentina
971,United States,Norway,Argentina
972,Belgium,Brazil,Germany
973,Japan,France,Colombia
974,Argentina,Netherlands,England
975,England,Portugal,Netherlands
976,Sweden,Egypt,England
977,Argentina,Germany,United States
978,Senegal,Algeria,France
979,Morocco,Mexico,Argentina
980,Portugal,Japan,Colombia
981,Japan,Netherlands,Belgium
982,Norway,Spain,Argentina
983,Senegal,Argentina,Norway
984,Netherlands,Brazil,Switzerland
985,United States,Algeria,Germany
986,Argentina,Canada,Spain
987,France,Argentina,Bosnia-Herzegovina
988,Brazil,Spain,Australia
989,Portugal,Argentina,Brazil
990,Brazil,United States,Colombia
991,Argentina,Paraguay,Spain
992,Senegal,Argentina,Japan
993,Spain,Switzerland,Ecuador
994,Argentina,Netherlands,England
995,England,Spain,Egypt
996,France,Algeria,Brazil
997,England,Canada,Senegal
998,France,Ivory Coast,Colombia
999,Brazil,France,Senegal
1000,Morocco,Argentina,Spain
1001,England,Croatia,Canada
1002,Colombia,United States,England
1003,Japan,Portugal,France
1004,Ivory Coast,Netherlands,Argentina
1005,Netherlands,Mexico,Belgium
1006,Spain,Argentina,Mexico
1007,France,Colombia,United States
1008,Argentina,Spain,Mexico
1009,England,Spain,Colombia
1010,Netherlands,Colombia,Brazil
1011,Switzerland,Spain,France
1012,Netherlands,Australia,Croatia
1013,Colombia,Netherlands,United States
1014,Germany,Brazil,Argentina
1015,England,France,Argentina
1016,Portugal,Japan,Argentina
1017,England,Portugal,France
1018,France,Japan,Argentina
1019,France,Brazil,Bosnia-Herzegovina
1020,Netherlands,England,Spain
1021,Morocco,Ivory Coast,Switzerland
1022,Canada,England,Australia
1023,France,England,Senegal
1024,Australia,Senegal,Brazil
1025,France,Brazil,Colombia
1026,France,Ecuador,Croatia
1027,Argentina,Morocco,England
1028,Argentina,Senegal,Canada
1029,Spain,Switzerland,Canada
1030,Australia,Germany,Spain
1031,Spain,Argentina,Congo DR
1032,Belgium,Switzerland,Netherlands
1033,France,Argentina,England
1034,England,France,Argentina
1035,Spain,Australia,France
1036,Portugal,Algeria,Brazil
1037,Belgium,Switzerland,Paraguay
1038,Portugal,Switzerland,Canada
1039,Portugal,Norway,Argentina
1040,Netherlands,Switzerland,Brazil
1041,Switzerland,Spain,Mexico
1042,Switzerland,Spain,England
1043,Argentina,United States,Brazil
1044,Argentina,Sweden,Mexico
1045,England,United States,France
1046,Netherlands,Argentina,Brazil
1047,England,Netherlands,Colombia
1048,Morocco,Ecuador,Portugal
1049,France,Australia,Spain
1050,Netherlands,Brazil,Colombia
1051,Morocco,Ghana,Ivory Coast
1052,Spain,Japan,Egypt
1053,Argentina,Germany,Senegal
1054,Argentina,Belgium,Brazil
1055,Argentina,France,Ecuador
1056,Brazil,Spain,Canada
1057,Argentina,Croatia,France
1058,Netherlands,Brazil,Portugal
1059,Germany,England,Colombia
1060,Spain,Argentina,Canada
1061,England,Croatia,Netherlands
1062,Germany,Argentina,Japan
1063,England,Germany,Argentina
1064,Belgium,England,Argentina
1065,France,Norway,United States
1066,Mexico,Belgium,Colombia
1067,Croatia,Switzerland,France
1068,Germany,Mexico,Croatia
1069,England,France,Spain
1070,England,France,Argentina
1071,France,Colombia,Brazil
1072,Canada,Japan,Switzerland
1073,Belgium,England,Argentina
1074,Argentina,Canada,England
1075,Norway,France,Argentina
1076,Spain,Argentina,England
1077,Netherlands,England,Spain
1078,Argentina,Croatia,Brazil
1079,Brazil,Belgium,Egypt
1080,Colombia,France,Croatia
1081,France,Colombia,Belgium
1082,Argentina,Belgium,England
1083,Spain,Ecuador,Colombia
1084,Netherlands,Switzerland,Austria
1085,Colombia,Germany,Brazil
1086,Japan,United States,Colombia
1087,Portugal,Colombia,Netherlands
1088,Colombia,Germany,Spain
1089,Croatia,England,Netherlands
1090,Belgium,Argentina,England
1091,Argentina,France,Portugal
1092,Australia,Netherlands,Japan
1093,Brazil,Belgium,Argentina
1094,Ivory Coast,Netherlands,Argentina
1095,Colombia,Paraguay,United States
1096,Argentina,Austria,Canada
1097,France,Argentina,Brazil
1098,France,Japan,Argentina
1099,Argentina,Spain,Netherlands
1100,Germany,Australia,Austria
1101,Spain,Colombia,France
1102,Argentina,Morocco,Japan
1103,France,Argentina,Spain
1104,France,Japan,Portugal
1105,Mexico,Canada,Argentina
1106,Argentina,Morocco,Japan
1107,Argentina,Spain,Sweden
1108,Colombia,Spain,France
1109,Spain,Brazil,Netherlands
1110,Ecuador,France,Argentina
1111,Argentina,Morocco,Spain
1112,Colombia,Netherlands,Japan
1113,United States,Mexico,Argentina
1114,Senegal,Australia,Netherlands
1115,England,Spain,Australia
1116,Argentina,Senegal,Brazil
1117,Argentina,Belgium,Germany
1118,France,Ecuador,Australia
1119,Spain,Colombia,Ecuador
1120,Egypt,France,Portugal
1121,Argentina,Portugal,France
1122,Brazil,Germany,Argentina
1123,Spain,Norway,France
1124,Japan,Croatia,Germany
1125,Spain,Japan,France
1126,Switzerland,France,Mexico
1127,Spain,Argentina,England
1128,Brazil,Spain,France
1129,Ivory Coast,Spain,Algeria
1130,Spain,Norway,Netherlands
1131,France,Egypt,Senegal
1132,Argentina,Germany,Brazil
1133,Argentina,France,Brazil
1134,Argentina,Belgium,Ecuador
1135,Argentina,Senegal,Mexico
1136,Portugal,England,Canada
1137,Portugal,Colombia,France
1138,Croatia,Algeria,France
1139,France,Argentina,Brazil
1140,Morocco,Ivory Coast,Switzerland
1141,Switzerland,Senegal,Germany
1142,Argentina,Belgium,England
1143,England,Senegal,Canada
1144,Brazil,France,Portugal
1145,England,Canada,Argentina
1146,Argentina,Germany,Portugal
1147,Portugal,Colombia,Netherlands
1148,Japan,Netherlands,Colombia
1149,Germany,England,United States
1150,England,Spain,France
1151,Portugal,Norway,Netherlands
1152,Japan,Belgium,France
1153,Colombia,United States,Brazil
1154,Argentina,Spain,Netherlands
1155,England,Canada,Argentina
1156,Ivory Coast,Senegal,Switzerland
1157,Senegal,Norway,Argentina
1158,Canada,Argentina,Japan
1159,Germany,Argentina,Ivory Coast
1160,France,Colombia,Brazil
1161,Netherlands,Brazil,United States
1162,Algeria,Belgium,Brazil
1163,United States,Brazil,France
1164,Belgium,Australia,Morocco
1165,Senegal,Mexico,France
1166,Algeria,Portugal,Paraguay
1167,Colombia,Canada,Norway
1168,Belgium,Argentina,Ecuador
1169,Netherlands,Brazil,Egypt
1170,Brazil,Senegal,Canada
1171,England,Belgium,Egypt
1172,Portugal,Brazil,Netherlands
1173,Colombia,France,Ivory Coast
1174,England,France,Algeria
1175,Argentina,Netherlands,England
1176,England,Belgium,France
1177,Argentina,France,Congo DR
1178,Colombia,Morocco,England
1179,Spain,Argentina,Netherlands
1180,England,Netherlands,Switzerland
1181,Spain,Argentina,Norway
1182,Portugal,Ivory Coast,France
1183,Argentina,Spain,Japan
1184,Japan,Canada,Argentina
1185,France,England,Argentina
1186,Germany,Ivory Coast,Senegal
1187,Argentina,France,Japan
1188,Germany,Ivory Coast,Portugal
1189,Argentina,Morocco,Belgium
1190,Colombia,Sweden,England
1191,England,Germany,Colombia
1192,Ecuador,Spain,France
1193,Switzerland,Belgium,Brazil
1194,Spain,Argentina,Japan
1195,France,Japan,Switzerland
1196,Mexico,Netherlands,Spain
1197,Netherlands,Mexico,Argentina
1198,Argentina,Portugal,England
1199,Belgium,Brazil,Argentina
1200,Portugal,Argentina,Morocco
1201,Portugal,Mexico,France
1202,France,England,Belgium
1203,Netherlands,Brazil,Senegal
1204,Colombia,France,Spain
1205,Senegal,Colombia,Norway
1206,Sweden,Switzerland,Croatia
1207,Belgium,Mexico,Switzerland
1208,Spain,Argentina,Norway
1209,Argentina,Netherlands,England
1210,Japan,Spain,France
1211,Ivory Coast,Netherlands,Argentina
1212,Colombia,United States,France
1213,Portugal,Japan,France
1214,France,Colombia,Ivory Coast
1215,Portugal,Ivory Coast,Switzerland
1216,Portugal,Switzerland,England
1217,Argentina,Netherlands,Portugal
1218,Switzerland,Canada,Croatia
1219,Germany,Mexico,Switzerland
1220,Argentina,Senegal,Morocco
1221,Portugal,England,Argentina
1222,Germany,England,Switzerland
1223,Spain,Argentina,Japan
1224,Netherlands,Algeria,Mexico
1225,England,Morocco,Colombia
1226,Germany,Australia,Senegal
1227,Spain,Argentina,Brazil
1228,Netherlands,Argentina,Portugal
1229,United States,Mexico,Netherlands
1230,Colombia,Belgium,France
1231,Spain,Colombia,England
1232,Brazil,Portugal,France
1233,Argentina,Canada,Japan
1234,France,Ivory Coast,Spain
1235,Algeria,Morocco,Belgium
1236,Brazil,Spain,Egypt
1237,Belgium,Argentina,Mexico
1238,France,Norway,Argentina
1239,Argentina,Spain,Netherlands
1240,Argentina,Sweden,Brazil
1241,France,Algeria,United States
1242,Brazil,Senegal,Morocco
1243,England,Spain,France
1244,Portugal,Argentina,Brazil
1245,Norway,Canada,United States
1246,Netherlands,Brazil,Switzerland
1247,Morocco,Colombia,Brazil
1248,France,England,Spain
1249,France,Brazil,Portugal
1250,Spain,Argentina,Mexico
1251,Brazil,Senegal,Argentina
1252,Ivory Coast,Spain,Netherlands
1253,France,Switzerland,Belgium
1254,England,France,Argentina
1255,France,England,Argentina
1256,Argentina,Germany,Norway
1257,England,Portugal,Paraguay
1258,Portugal,England,Argentina
1259,Mexico,Spain,France
1260,France,Argentina,Senegal
1261,Colombia,Spain,France
1262,Argentina,France,Senegal
1263,France,England,Colombia
1264,Canada,Japan,Austria
1265,France,Argentina,Austria
1266,France,Argentina,Spain
1267,Netherlands,Argentina,England
1268,Senegal,Australia,England
1269,Argentina,Netherlands,England
1270,France,Argentina,Spain
1271,Argentina,Senegal,Ecuador
1272,England,Netherlands,Argentina
1273,England,France,Colombia
1274,Mexico,Spain,France
1275,England,Germany,Belgium
1276,Portugal,England,Egypt
1277,Senegal,Australia,England
1278,Argentina,Senegal,Germany
1279,Norway,Croatia,Argentina
1280,England,France,Belgium
1281,Australia,France,Belgium
1282,Spain,Australia,Japan
1283,Spain,England,Germany
1284,Brazil,Paraguay,Argentina
1285,France,Japan,Croatia
1286,Brazil,Netherlands,Spain
1287,Argentina,France,Croatia
1288,Austria,England,Netherlands
1289,France,Japan,Colombia
1290,Argentina,Senegal,Ivory Coast
1291,Brazil,Spain,Netherlands
1292,Ecuador,France,Belgium
1293,Brazil,France,Spain
1294,Argentina,France,England
1295,England,Germany,Argentina
1296,Morocco,Mexico,Australia
1297,Argentina,Netherlands,Ecuador
1298,Canada,Switzerland,England
1299,Netherlands,Switzerland,Ecuador
1300,Netherlands,Egypt,Ivory Coast
1301,Belgium,Mexico,Argentina
1302,France,Mexico,Argentina
1303,Argentina,Portugal,Brazil
1304,Portugal,Egypt,Mexico
1305,Germany,Egypt,United States
1306,Argentina,Spain,Canada
1307,Brazil,Netherlands,Argentina
1308,Germany,Japan,Algeria
1309,Argentina,Spain,England
1310,England,Spain,Argentina
1311,Spain,Egypt,Ivory Coast
1312,Belgium,Australia,Canada
1313,Argentina,Belgium,Morocco
1314,Belgium,Argentina,Brazil
1315,Brazil,Spain,Colombia
1316,France,Argentina,Mexico
1317,Morocco,Egypt,Norway
1318,England,Spain,Egypt
1319,United States,Algeria,Morocco
1320,Spain,Brazil,France
1321,Argentina,Netherlands,Spain
1322,Ecuador,Spain,Algeria
1323,Japan,United States,France
1324,Brazil,France,Algeria
1325,Brazil,Paraguay,Belgium
1326,France,Colombia,Mexico
1327,Netherlands,Colombia,Belgium
1328,England,Spain,Netherlands
1329,France,England,Algeria
1330,Senegal,Argentina,Netherlands
1331,Argentina,United States,Sweden
1332,France,Argentina,Belgium
1333,France,Colombia,England
1334,Argentina,Netherlands,Ivory Coast
1335,Spain,Mexico,Egypt
1336,Brazil,France,Austria
1337,England,France,Switzerland
1338,England,Canada,Senegal
1339,France,Japan,Spain
1340,Belgium,Brazil,Canada
1341,France,England,Argentina
1342,Ivory Coast,Sweden,Argentina
1343,England,France,United States
1344,Ivory Coast,Belgium,France
1345,Spain,Mexico,Algeria
1346,France,Algeria,Norway
1347,Brazil,France,Spain
1348,Ivory Coast,Morocco,United States
1349,Japan,Morocco,Belgium
1350,Colombia,Austria,England
1351,Bosnia-Herzegovina,Argentina,England
1352,Switzerland,Belgium,Germany
1353,Croatia,Argentina,France
1354,Portugal,England,Argentina
1355,Argentina,Belgium,Japan
1356,Belgium,Ivory Coast,Argentina
1357,France,Norway,Senegal
1358,Spain,Japan,Sweden
1359,Argentina,Spain,Ivory Coast
1360,Senegal,Argentina,Canada
1361,Portugal,Norway,Canada
1362,Spain,Brazil,Argentina
1363,Spain,Argentina,Brazil
1364,France,England,Colombia
1365,Austria,Mexico,Switzerland
1366,Spain,Norway,France
1367,Portugal,Japan,Switzerland
1368,Brazil,Spain,Switzerland
1369,England,Portugal,Argentina
1370,Netherlands,Argentina,Belgium
1371,France,Ecuador,Spain
1372,Germany,England,Switzerland
1373,Spain,Argentina,France
1374,Spain,Argentina,Netherlands
1375,France,Brazil,Austria
1376,Algeria,Belgium,Ivory Coast
1377,Japan,Germany,Bosnia-Herzegovina
1378,Portugal,Argentina,Sweden
1379,Argentina,Morocco,Croatia
1380,Austria,England,Argentina
1381,England,Netherlands,Argentina
1382,England,Senegal,France
1383,Argentina,France,Portugal
1384,France,Mexico,Switzerland
1385,Portugal,Norway,Netherlands
1386,France,Argentina,United States
1387,Spain,Argentina,Canada
1388,Argentina,France,Croatia
1389,Argentina,Austria,Brazil
1390,Argentina,Germany,Spain
1391,Belgium,Ivory Coast,Argentina
1392,France,Ghana,Spain
1393,Argentina,France,United States
1394,Netherlands,Argentina,Belgium
1395,Belgium,Argentina,Paraguay
1396,England,Belgium,France
1397,Argentina,Portugal,France
1398,Netherlands,Japan,Senegal
1399,France,Egypt,Austria
1400,France,England,Spain
1401,Portugal,Ivory Coast,Canada
1402,Argentina,United States,Germany
1403,France,Argentina,England
1404,Japan,Spain,Netherlands
1405,Spain,Argentina,Morocco
1406,Ivory Coast,United States,Argentina
1407,England,Paraguay,Spain
1408,Argentina,Spain,Mexico
1409,Norway,United States,Colombia
1410,Spain,Argentina,France
1411,Argentina,Senegal,Japan
1412,Morocco,England,Portugal
1413,Argentina,Canada,Japan
1414,Portugal,Norway,Canada
1415,Senegal,Colombia,Norway
1416,Colombia,Senegal,Morocco
1417,Argentina,Germany,Mexico
1418,Argentina,Spain,Canada
1419,France,Japan,Senegal
1420,Argentina,Spain,France
1421,Argentina,Netherlands,Brazil
1422,Japan,France,Spain
1423,Mexico,Spain,Sweden
1424,Spain,Brazil,Netherlands
1425,Australia,Spain,Netherlands
1426,Germany,Algeria,Brazil
1427,Portugal,Japan,Argentina
1428,France,England,Australia
1429,Argentina,France,Spain
1430,Senegal,Argentina,Netherlands
1431,Argentina,Germany,Mexico
1432,Paraguay,Argentina,Norway
1433,United States,Colombia,Brazil
1434,France,Colombia,Japan
1435,Austria,Mexico,France
1436,Senegal,Algeria,Japan
1437,France,Norway,Croatia
1438,Belgium,England,Germany
1439,Egypt,France,Belgium
1440,Netherlands,Ivory Coast,Colombia
1441,Croatia,Ecuador,Colombia
1442,Argentina,Belgium,Netherlands
1443,Brazil,Canada,Argentina
1444,Croatia,Egypt,France
1445,Mexico,Sweden,Argentina
1446,Japan,Spain,Argentina
1447,Argentina,Belgium,Netherlands
1448,United States,Colombia,Netherlands
1449,France,Colombia,Brazil
1450,England,France,Argentina
1451,Paraguay,Brazil,Argentina
1452,Argentina,Morocco,Brazil
1453,England,Portugal,Colombia
1454,Belgium,Mexico,Australia
1455,France,Algeria,Brazil
1456,Brazil,United States,Canada
1457,Spain,Brazil,France
1458,Germany,Mexico,Argentina
1459,Brazil,Netherlands,Belgium
1460,Switzerland,France,Belgium
1461,France,Mexico,Spain
1462,Argentina,Germany,Spain
1463,Japan,Senegal,Canada
1464,Portugal,Colombia,England
1465,Spain,Ivory Coast,Colombia
1466,France,Argentina,Belgium
1467,England,France,Portugal
1468,Spain,Argentina,Netherlands
1469,France,Algeria,Portugal
1470,Spain,Switzerland,Canada
1471,Argentina,France,Ivory Coast
1472,Colombia,Canada,Mexico
1473,Argentina,Spain,Netherlands
1474,England,Spain,Morocco
1475,Argentina,France,England
1476,Spain,Colombia,Ivory Coast
1477,Argentina,Netherlands,Brazil
1478,Egypt,Spain,Germany
1479,Australia,Belgium,Brazil
1480,England,Spain,Netherlands
1481,Spain,Ivory Coast,Argentina
1482,Argentina,Germany,Japan
1483,Netherlands,Ivory Coast,Argentina
1484,France,Australia,Brazil
1485,Brazil,Austria,Argentina
1486,Brazil,Morocco,Argentina
1487,Belgium,England,France
1488,Argentina,France,Brazil
1489,Germany,Cape Verde Islands,Brazil
1490,England,Germany,Argentina
1491,Colombia,Spain,Germany
1492,Argentina,United States,France
1493,Morocco,Colombia,Portugal
1494,England,Portugal,Morocco
1495,Spain,Ecuador,Argentina
1496,Japan,United States,Argentina
1497,Norway,Germany,Senegal
1498,France,Ecuador,Austria
1499,France,Argentina,Norway
1500,Paraguay,Mexico,Colombia
1501,United States,Brazil,Algeria
1502,Argentina,France,Croatia
1503,France,Argentina,Norway
1504,Canada,Brazil,Argentina
1505,Portugal,Algeria,Japan
1506,Mexico,France,Argentina
1507,Argentina,Morocco,England
1508,Netherlands,Argentina,Brazil
1509,France,Ecuador,Colombia
1510,Norway,Spain,Netherlands
1511,Argentina,Portugal,Brazil
1512,Germany,Argentina,Portugal
1513,Japan,Netherlands,Switzerland
1514,Argentina,France,England
1515,Spain,England,Netherlands
1516,Argentina,Austria,England
1517,Netherlands,Ivory Coast,Ghana
1518,France,Colombia,England
1519,Brazil,Germany,Argentina
1520,Argentina,Canada,England
1521,Colombia,Austria,Ivory Coast
1522,Spain,Norway,Switzerland
1523,Argentina,Portugal,Mexico
